Time	FPS	Frame	Crash	RB	RU	LU	LB	OC	Dither	CustomDither	DAngle	swAngle	swNoDead	OX	OY	OZ	HX	HY	HZ	DX	DY	DZ	HA	RHA	AccumulativeHeading(Y)	Speed	RSpeed	radius	radiusR	radiusL	Dynamic	USRHIT	SCORE	STEERING	TurningRadius	TX	TY	TZ	toOBS	
34.6107	20.6378	1694	0	(0)5	(0)6	(0)6	(0)5	(0)5	-5.10027	-5.10027	-4.42478	-5.62517	0.	-5.10027	17.7774	0.	7.71502e-002	0.997019	0.	7.71502e-002	0.997019	0.	0.	0.	-4.42478	5.	4.8684	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	3.70444,6.68797,	
34.6569	21.6446	1695	0	(0)5	(0)6	(0)6	(0)5	(0)5	-5.09507	-5.09507	-4.42478	-3.75011	0.	-5.09507	17.8445	0.	7.71502e-002	0.997019	0.	7.71502e-002	0.997019	0.	0.	0.	-4.42478	5.	5.24392	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	3.75833,6.62747,	
34.7026	21.8768	1696	0	(0)5	(0)6	(0)6	(0)5	(0)5	-5.09012	-5.09012	-4.42478	-3.04697	0.	-5.09012	17.9085	0.	7.71502e-002	0.997019	0.	7.71502e-002	0.997019	0.	0.	0.	-4.42478	5.	5.05365	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	3.81011,6.56991,	
34.7475	22.2796	1697	0	(0)5	(0)6	(0)6	(0)5	(0)5	-5.08523	-5.08523	-4.42478	-3.04697	0.	-5.08523	17.9718	0.	7.71502e-002	0.997019	0.	7.71502e-002	0.997019	0.	0.	0.	-4.42478	5.	5.09207	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	3.86171,6.51308,	
34.7924	22.253	1698	0	(0)5	(0)6	(0)6	(0)5	(0)5	-5.08042	-5.08042	-4.42478	-3.04697	0.	-5.08042	18.034	0.	7.71502e-002	0.997019	0.	7.71502e-002	0.997019	0.	0.	0.	-4.42478	5.	4.99402	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	3.91271,6.4574,	
34.8378	22.0483	1699	0	(0)5	(0)6	(0)6	(0)5	(0)5	-5.0756	-5.0756	-4.42478	-3.04697	0.	-5.0756	18.0962	0.	7.71502e-002	0.997019	0.	7.71502e-002	0.997019	0.	0.	0.	-4.42478	5.	4.95401	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	3.9641,6.40177,	
34.8831	22.0411	1700	0	(0)5	(0)6	(0)6	(0)5	(0)5	-5.07074	-5.07074	-4.42478	-3.04697	0.	-5.07074	18.159	0.	7.71502e-002	0.997019	0.	7.71502e-002	0.997019	0.	0.	0.	-4.42478	5.	4.99837	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	4.01629,6.34575,	
34.9288	21.8946	1701	0	(0)5	(0)6	(0)6	(0)5	(0)5	-5.06588	-5.06588	-4.42478	-3.04697	0.	-5.06588	18.2218	0.	7.71502e-002	0.997019	0.	7.71502e-002	0.997019	0.	0.	0.	-4.42478	5.	4.96676	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	4.0688,6.28985,	
34.9743	21.9647	1702	0	(0)5	(0)6	(0)6	(0)5	(0)5	-5.06098	-5.06098	-4.42478	-3.04697	0.	-5.06098	18.2851	0.	7.71502e-002	0.997019	0.	7.71502e-002	0.997019	0.	0.	0.	-4.42478	5.	5.01601	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	4.12195,6.23372,	
35.0194	22.1865	1703	0	(0)5	(0)6	(0)6	(0)5	(0)5	-5.05611	-5.05611	-4.42478	-3.04697	0.	-5.05611	18.3481	0.	7.71502e-002	0.997019	0.	7.71502e-002	0.997019	0.	0.	0.	-4.42478	5.	5.05049	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	4.17522,6.1779,	
35.0647	22.0643	1704	0	(0)5	(0)6	(0)6	(0)5	(0)5	-5.05128	-5.05128	-4.42478	-3.04697	0.	-5.05128	18.4105	0.	7.71502e-002	0.997019	0.	7.71502e-002	0.997019	0.	0.	0.	-4.42478	5.	4.97246	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	4.22823,6.12278,	
35.1101	22.0536	1705	0	(0)5	(0)6	(0)6	(0)5	(0)5	-5.04642	-5.04642	-4.42478	-3.04697	0.	-5.04642	18.4733	0.	7.71502e-002	0.997019	0.	7.71502e-002	0.997019	0.	0.	0.	-4.42478	5.	4.99757	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	4.2818,6.0675,	
35.1554	22.0751	1706	0	(0)5	(0)6	(0)6	(0)5	(0)5	-5.04156	-5.04156	-4.42478	-3.04697	0.	-5.04156	18.5361	0.	7.71502e-002	0.997019	0.	7.71502e-002	0.997019	0.	0.	0.	-4.42478	5.	5.00486	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	4.33564,6.01235,	
35.2005	22.1357	1707	0	(0)5	(0)6	(0)6	(0)5	(0)5	-5.03671	-5.03671	-4.42478	-3.04697	0.	-5.03671	18.5988	0.	7.71502e-002	0.997019	0.	7.71502e-002	0.997019	0.	0.	0.	-4.42478	5.	5.01373	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	4.38967,5.95741,	
35.2457	22.1607	1708	0	(0)5	(0)6	(0)6	(0)5	(0)5	-5.03187	-5.03187	-4.42478	-3.04697	0.	-5.03187	18.6614	0.	7.71502e-002	0.997019	0.	7.71502e-002	0.997019	0.	0.	0.	-4.42478	5.	5.00565	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	4.44379,5.90277,	
35.2927	21.2691	1709	0	(0)5	(0)6	(0)6	(0)5	(0)5	-5.02703	-5.02703	-4.42478	-3.04697	0.	-5.02703	18.7239	0.	7.71502e-002	0.997019	0.	7.71502e-002	0.997019	0.	0.	0.	-4.42478	5.	4.79883	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	4.49807,5.84836,	
35.3382	21.9796	1710	0	(0)5	(0)6	(0)6	(0)5	(0)5	-5.02199	-5.02199	-4.42478	-3.04697	0.	-5.02199	18.789	0.	7.71502e-002	0.997019	0.	7.71502e-002	0.997019	0.	0.	0.	-4.42478	5.	5.16702	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	4.55486,5.79185,	
35.3833	22.1723	1711	0	(0)5	(0)6	(0)6	(0)5	(0)5	-5.01712	-5.01712	-4.42478	-3.04697	0.	-5.01712	18.852	0.	7.71502e-002	0.997019	0.	7.71502e-002	0.997019	0.	0.	0.	-4.42478	5.	5.04384	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	4.61002,5.73734,	
35.4284	22.1669	1712	0	(0)5	(0)6	(0)6	(0)5	(0)5	-5.01229	-5.01229	-4.42478	-3.04697	0.	-5.01229	18.9144	0.	7.71502e-002	0.997019	0.	7.71502e-002	0.997019	0.	0.	0.	-4.42478	5.	4.9988	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	4.66491,5.68348,	
35.4739	21.9882	1713	0	(0)5	(0)6	(0)6	(0)5	(0)6	-5.00745	-5.00745	-4.42478	-3.04697	0.	-5.00745	18.9769	0.	7.71502e-002	0.997019	0.	7.71502e-002	0.997019	0.	0.	0.	-4.42478	5.	4.95968	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	4.72,5.62979,	
35.5191	22.1255	1714	0	(0)5	(0)6	(0)6	(0)5	(0)6	-5.00258	-5.00258	-4.42478	-3.04697	0.	-5.00258	19.0399	0.	7.71502e-002	0.997019	0.	7.71502e-002	0.997019	0.	0.	0.	-4.42478	5.	5.03122	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	4.77573,5.57585,	
35.5646	21.9413	1715	0	(0)5	(0)6	(0)6	(0)5	(0)6	-4.99774	-4.99774	-4.42478	-3.04697	0.	-4.99774	19.1024	0.	7.71502e-002	0.997019	0.	7.71502e-002	0.997019	0.	0.	0.	-4.42478	5.	4.95838	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	4.83129,5.52244,	
35.6107	21.7043	1716	0	(0)5	(0)6	(0)6	(0)5	(0)6	-4.99285	-4.99285	-4.42478	-3.04697	0.	-4.99285	19.1656	0.	7.71502e-002	0.997019	0.	7.71502e-002	0.997019	0.	0.	0.	-4.42478	5.	4.94598	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	4.8875,5.46879,	
35.6561	22.058	1717	0	(0)5	(0)6	(0)6	(0)5	(0)6	-4.98792	-4.98792	-4.42478	-3.04697	0.	-4.98792	19.2294	0.	7.71502e-002	0.997019	0.	7.71502e-002	0.997019	0.	0.	0.	-4.42478	5.	5.0815	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	4.9445,5.41476,	
35.7015	22.0233	1718	0	(0)5	(0)6	(0)6	(0)5	(0)6	-4.98306	-4.98306	-4.42478	-3.04697	0.	-4.98306	19.2921	0.	7.71502e-002	0.997019	0.	7.71502e-002	0.997019	0.	0.	0.	-4.42478	5.	4.99212	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	5.00074,5.36181,	
35.7465	22.2218	1719	0	(0)5	(0)6	(0)6	(0)5	(0)6	-4.97819	-4.97819	-4.42478	-3.04697	0.	-4.97819	19.355	0.	7.71502e-002	0.997019	0.	7.71502e-002	0.997019	0.	0.	0.	-4.42478	5.	5.04507	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	5.05724,5.309,	
35.7917	22.1299	1720	0	(0)5	(0)6	(0)6	(0)5	(0)6	-4.97337	-4.97337	-4.42478	-3.04697	0.	-4.97337	19.4173	0.	7.71502e-002	0.997019	0.	7.71502e-002	0.997019	0.	0.	0.	-4.42478	5.	4.97933	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	5.11338,5.25688,	
35.8366	22.2461	1721	0	(0)5	(0)6	(0)6	(0)5	(0)6	-4.96853	-4.96853	-4.42478	-3.04697	0.	-4.96853	19.4799	0.	7.71502e-002	0.997019	0.	7.71502e-002	0.997019	0.	0.	0.	-4.42478	5.	5.02626	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	5.1699,5.20477,	
35.8825	21.7987	1722	0	(0)5	(0)6	(0)6	(0)5	(0)6	-4.9645	-4.9645	-4.42478	-3.04697	0.	-4.9645	19.5319	0.	7.71502e-002	0.997019	0.	7.71502e-002	0.997019	0.	0.	0.	-4.42478	4.17982	4.09574	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	5.21701,5.16162,	
35.928	21.9866	1723	0	(0)5	(0)6	(0)6	(0)5	(0)6	-4.9645	-4.9645	-4.42478	-3.04697	0.	-4.9645	19.5319	0.	7.71502e-002	0.997019	0.	7.71502e-002	0.997019	0.	0.	0.	-4.42478	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	5.21701,5.16162,	
35.9734	22.0063	1724	0	(0)5	(0)6	(0)6	(0)5	(0)6	-4.9645	-4.9645	-4.42478	-3.04697	0.	-4.9645	19.5319	0.	7.71502e-002	0.997019	0.	7.71502e-002	0.997019	0.	0.	0.	-4.42478	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	5.21701,5.16162,	
36.0189	22.0005	1725	0	(0)5	(0)6	(0)6	(0)5	(0)6	-4.9645	-4.9645	-4.42478	-3.04697	0.	-4.9645	19.5319	0.	7.71502e-002	0.997019	0.	7.71502e-002	0.997019	0.	0.	0.	-4.42478	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	5.21701,5.16162,	
36.0639	22.1922	1726	0	(0)5	(0)6	(0)6	(0)5	(0)6	-4.9645	-4.9645	-4.42478	-3.04697	0.	-4.9645	19.5319	0.	7.71502e-002	0.997019	0.	7.71502e-002	0.997019	0.	0.	0.	-4.42478	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	5.21701,5.16162,	
36.1091	22.1398	1727	0	(0)5	(0)6	(0)6	(0)5	(0)6	-4.9645	-4.9645	-4.42478	-3.75011	0.	-4.9645	19.5319	0.	7.71502e-002	0.997019	0.	7.71502e-002	0.997019	0.	0.	0.	-4.42478	0.	0.	-1.	-1.	-1.	1	-1	0.	1-2.	-2.	-2.	-2.	5.21701,5.16162,	
36.1545	22.04	1728	0	(0)5	(0)6	(0)6	(0)5	(0)6	-4.9645	-4.9645	-4.42478	-7.73461	-7.73461	-4.9645	19.5319	0.	7.71502e-002	0.997019	0.	7.71502e-002	0.997019	0.	0.	0.	-4.42478	0.	0.	-1.	-1.	-1.	1	-1	0.	166.4326	-70.3064	23.3016	0.	5.21701,5.16162,	
36.2006	21.6715	1729	0	(0)5	(0)6	(0)6	(0)5	(0)6	-4.9645	-4.9645	-4.42478	-15.7036	-15.7036	-4.9645	19.5319	0.	7.71502e-002	0.997019	0.	7.71502e-002	0.997019	0.	0.	0.	-4.42478	0.	0.	-1.	-1.	-1.	1	-1	0.	132.7469	-36.6682	20.6986	0.	5.21701,5.16162,	
36.247	21.5387	1730	0	(0)5	(0)6	(0)6	(0)5	(0)6	-4.96907	-4.96907	-4.32852	-25.782	-25.782	-4.96907	19.5005	0.	7.5475e-002	0.997148	0.	7.5475e-002	0.997148	0.	7.51976	2.07332	-4.32852	-2.6191	2.46348	-1.	-1.	-1.	1	-1	0.	119.9819	13.7473	16.7974	0.	5.18749,5.18663,	
36.2963	20.2812	1731	0	(0)5	(0)6	(0)6	(0)5	(0)6	-4.96747	-4.96747	-4.60487	-38.6731	-38.6731	-4.96747	19.4415	0.	8.02836e-002	0.996772	0.	8.02836e-002	0.996772	0.	-11.2796	-5.60475	-4.60487	-5.	4.30875	-1.	-1.	-1.	1	-1	0.	113.3693	-17.1991	19.1398	0.	5.13718,5.23866,	
36.3456	20.3037	1732	0	(0)5	(0)6	(0)6	(0)5	(0)6	-4.96349	-4.96349	-5.0063	-53.2047	-53.2047	-4.96349	19.3816	0.	8.72654e-002	0.996185	0.	8.72654e-002	0.996185	0.	-15.5181	-8.15064	-5.0063	-5.	4.38951	-1.	-1.	-1.	1	-1	0.	19.77417	-13.5178	18.8433	0.	5.08745,5.29279,	
36.3935	20.858	1733	0	(0)5	(0)6	(0)6	(0)5	(0)6	-4.95733	-4.95733	-5.51293	-67.7364	-67.7364	-4.95733	19.3247	0.	9.60704e-002	0.995375	0.	9.60704e-002	0.995375	0.	-19.7565	-10.5672	-5.51293	-5.	4.29327	-1.	-1.	-1.	1	-1	0.	17.73616	-11.3889	18.6568	0.	5.04168,5.34539,	
36.442	20.6189	1734	0	(0)5	(0)6	(0)6	(0)5	(0)6	-4.94982	-4.94982	-6.08548	-79.2212	-79.2212	-4.94982	19.2719	0.	0.106012	0.994365	0.	0.106012	0.994365	0.	-23.1062	-11.8054	-6.08548	-5.	3.96252	-1.	-1.	-1.	1	-1	0.	16.6635	-10.2424	18.5461	0.	5.00025,5.39523,	
36.4902	20.7439	1735	0	(0)5	(0)6	(0)6	(0)5	(0)6	-4.94105	-4.94105	-6.73036	-88.8308	-88.8308	-4.94105	19.2206	0.	0.117197	0.993109	0.	0.117197	0.993109	0.	-25.909	-13.3773	-6.73036	-5.	3.88459	-1.	-1.	-1.	1	-1	0.	15.98476	-9.50089	18.4671	0.	4.96103,5.44433,	
36.5385	20.718	1736	0	(0)5	(0)6	(0)6	(0)5	(0)6	-4.9314	-4.9314	-7.42743	-97.2686	-97.2686	-4.9314	19.1716	0.	0.12927	0.991609	0.	0.12927	0.991609	0.	-28.37	-14.4418	-7.42743	-5.	3.72474	-1.	-1.	-1.	1	-1	0.	15.50337	-8.96378	18.4037	0.	4.92443,5.4919,	
36.5866	20.7949	1737	0	(0)5	(0)6	(0)6	(0)5	(0)6	-4.92076	-4.92076	-8.18322	-106.175	-106.175	-4.92076	19.1247	0.	0.142339	0.989818	0.	0.142339	0.989818	0.	-30.9677	-15.7166	-8.18322	-5.	3.60191	-1.	-1.	-1.	1	-1	0.	15.08206	-8.4831	18.341	0.	4.89036,5.53815,	
36.6345	20.8842	1738	0	(0)5	(0)6	(0)6	(0)5	(0)6	-4.90934	-4.90934	-8.98648	-114.144	-114.144	-4.90934	19.0799	0.	0.156201	0.987725	0.	0.156201	0.987725	0.	-33.292	-16.7756	-8.98648	-5.	3.4769	-1.	-1.	-1.	1	-1	0.	14.76402	-8.11144	18.2876	0.	4.8587,5.58293,	
36.6825	20.82	1739	0	(0)5	(0)6	(0)6	(0)5	(0)6	-4.89757	-4.89757	-9.82086	-119.769	-119.769	-4.89757	19.0366	0.	0.170568	0.985346	0.	0.170568	0.985346	0.	-34.9327	-17.3718	-9.82086	-5.	3.36245	-1.	-1.	-1.	1	-1	0.	14.56678	-7.87616	18.2504	0.	4.82874,5.62655,	
36.7307	20.7485	1740	0	(0)5	(0)6	(0)6	(0)5	(0)6	-4.88636	-4.88636	-10.6592	-120.004	-120.004	-4.88636	18.9931	0.	0.184968	0.982745	0.	0.184968	0.982745	0.	-35.	-17.3952	-10.6592	-5.	3.35754	-1.	-1.	-1.	1	-1	0.	14.55899	-7.8668	18.2487	0.	4.7985,5.67015,	
36.7782	21.0614	1741	0	(0)5	(0)6	(0)6	(0)5	(0)5	-4.87575	-4.87575	-11.5005	-120.004	-120.004	-4.87575	18.9492	0.	0.199377	0.979923	0.	0.199377	0.979923	0.	-35.	-17.7183	-11.5005	-5.	3.41991	-1.	-1.	-1.	1	-1	0.	14.55899	-7.8668	18.2487	0.	4.76791,5.71376,	
36.8259	20.936	1742	0	(0)5	(0)6	(0)6	(0)5	(0)5	-4.86593	-4.86593	-12.3293	-120.004	-120.004	-4.86593	18.9059	0.	0.21353	0.976937	0.	0.21353	0.976937	0.	-35.	-17.3511	-12.3293	-5.	3.34905	-1.	-1.	-1.	1	-1	0.	14.55899	-7.8668	18.2487	0.	4.73753,5.75659,	
36.8752	20.3	1743	0	(0)5	(0)6	(0)6	(0)5	(0)5	-4.85669	-4.85669	-13.163	-120.004	-120.004	-4.85669	18.8621	0.	0.227722	0.973726	0.	0.227722	0.973726	0.	-35.	-16.9248	-13.163	-5.	3.26675	-1.	-1.	-1.	1	-1	0.	14.55899	-7.8668	18.2487	0.	4.70673,5.79954,	
36.9233	20.774	1744	0	(0)5	(0)6	(0)6	(0)5	(0)5	-4.84782	-4.84782	-14.0229	-120.004	-120.004	-4.84782	18.8169	0.	0.242309	0.970199	0.	0.242309	0.970199	0.	-35.	-17.8627	-14.0229	-5.	3.44778	-1.	-1.	-1.	1	-1	0.	14.55899	-7.8668	18.2487	0.	4.6747,5.84367,	
36.9718	20.6342	1745	0	(0)5	(0)6	(0)6	(0)5	(0)5	-4.83982	-4.83982	-14.8631	-120.004	-120.004	-4.83982	18.7726	0.	0.25651	0.966541	0.	0.25651	0.966541	0.	-35.	-17.3375	-14.8631	-5.	3.34642	-1.	-1.	-1.	1	-1	0.	14.55899	-7.8668	18.2487	0.	4.64315,5.88664,	
37.0198	20.8417	1746	0	(0)5	(0)6	(0)6	(0)5	(0)5	-4.83241	-4.83241	-15.709	-120.004	-120.004	-4.83241	18.7278	0.	0.270752	0.962649	0.	0.270752	0.962649	0.	-35.	-17.6306	-15.709	-5.	3.403	-1.	-1.	-1.	1	-1	0.	14.55899	-7.8668	18.2487	0.	4.61115,5.92974,	
37.0677	20.8835	1747	0	(0)5	(0)6	(0)6	(0)5	(0)5	-4.82573	-4.82573	-16.5465	-120.004	-120.004	-4.82573	18.6834	0.	0.284794	0.958589	0.	0.284794	0.958589	0.	-35.	-17.49	-16.5465	-5.	3.37586	-1.	-1.	-1.	1	-1	0.	14.55899	-7.8668	18.2487	0.	4.57923,5.97224,	
37.1155	20.8905	1748	0	(0)5	(0)6	(0)6	(0)5	(0)5	-4.81972	-4.81972	-17.3824	-120.004	-120.004	-4.81972	18.639	0.	0.298747	0.954332	0.	0.298747	0.954332	0.	-35.	-17.4609	-17.3824	-5.	3.37023	-1.	-1.	-1.	1	-1	0.	14.55899	-7.8668	18.2487	0.	4.54713,6.01449,	
37.1633	20.9298	1749	0	(0)5	(0)6	(0)6	(0)5	(0)5	-4.81435	-4.81435	-18.2179	-120.004	-120.004	-4.81435	18.5945	0.	0.312632	0.949874	0.	0.312632	0.949874	0.	-35.	-17.4879	-18.2179	-5.	3.37545	-1.	-1.	-1.	1	-1	0.	14.55899	-7.8668	18.2487	0.	4.5148,6.05654,	
37.211	20.9939	1750	0	(0)5	(0)6	(0)6	(0)5	(0)5	-4.80964	-4.80964	-19.0519	-120.004	-120.004	-4.80964	18.5501	0.	0.326424	0.945223	0.	0.326424	0.945223	0.	-35.	-17.5085	-19.0519	-5.	3.37942	-1.	-1.	-1.	1	-1	0.	14.55899	-7.8668	18.2487	0.	4.48231,6.09834,	
37.2587	20.9546	1751	0	(0)5	(0)6	(0)6	(0)5	(0)5	-4.80559	-4.80559	-19.8833	-120.004	-120.004	-4.80559	18.5057	0.	0.340106	0.940387	0.	0.340106	0.940387	0.	-35.	-17.4224	-19.8833	-5.	3.3628	-1.	-1.	-1.	1	-1	0.	14.55899	-7.8668	18.2487	0.	4.44968,6.13982,	
37.3101	19.4468	1752	0	(0)5	(0)6	(0)6	(0)5	(0)5	-4.80218	-4.80218	-20.7163	-120.004	-120.004	-4.80218	18.4611	0.	0.353741	0.935343	0.	0.353741	0.935343	0.	-35.	-16.1991	-20.7163	-5.	3.12669	-1.	-1.	-1.	1	-1	0.	14.55899	-7.8668	18.2487	0.	4.41676,6.18119,	
37.3592	20.3571	1753	0	(0)5	(0)6	(0)6	(0)5	(0)5	-4.79923	-4.79923	-21.6139	-120.004	-120.004	-4.79923	18.4131	0.	0.36835	0.929687	0.	0.36835	0.929687	0.	-35.	-18.2721	-21.6139	-5.	3.52681	-1.	-1.	-1.	1	-1	0.	14.55899	-7.8668	18.2487	0.	4.38104,6.22555,	
37.4074	20.7481	1754	0	(0)5	(0)6	(0)6	(0)5	(0)5	-4.79711	-4.79711	-22.4714	-120.004	-120.004	-4.79711	18.3672	0.	0.382221	0.924071	0.	0.382221	0.924071	0.	-35.	-17.7903	-22.4714	-5.	3.43382	-1.	-1.	-1.	1	-1	0.	14.55899	-7.8668	18.2487	0.	4.34668,6.26771,	
37.4559	20.6272	1755	0	(0)5	(0)6	(0)6	(0)5	(0)5	-4.7957	-4.7957	-23.3126	-120.004	-120.004	-4.7957	18.3221	0.	0.395748	0.918359	0.	0.395748	0.918359	0.	-35.	-17.3533	-23.3126	-5.	3.34947	-1.	-1.	-1.	1	-1	0.	14.55899	-7.8668	18.2487	0.	4.31273,6.30886,	
37.5043	20.6612	1756	0	(0)5	(0)6	(0)6	(0)5	(0)5	-4.79495	-4.79495	-24.1588	-120.004	-120.004	-4.79495	18.2767	0.	0.409268	0.912414	0.	0.409268	0.912414	0.	-35.	-17.4838	-24.1588	-5.	3.37465	-1.	-1.	-1.	1	-1	0.	14.55899	-7.8668	18.2487	0.	4.27836,6.35003,	
37.5525	20.7249	1757	0	(0)5	(0)6	(0)6	(0)5	(0)5	-4.79487	-4.79487	-25.0037	-120.004	-120.004	-4.79487	18.2314	0.	0.422676	0.906281	0.	0.422676	0.906281	0.	-35.	-17.5089	-25.0037	-5.	3.3795	-1.	-1.	-1.	1	-1	0.	14.55899	-7.8668	18.2487	0.	4.24382,6.39092,	
37.6007	20.7544	1758	0	(0)5	(0)6	(0)6	(0)5	(0)5	-4.79546	-4.79546	-25.8459	-120.004	-120.004	-4.79546	18.1863	0.	0.435952	0.89997	0.	0.435952	0.89997	0.	-35.	-17.4799	-25.8459	-5.	3.3739	-1.	-1.	-1.	1	-1	0.	14.55899	-7.8668	18.2487	0.	4.20916,6.43146,	
37.6489	20.7569	1759	0	(0)5	(0)6	(0)6	(0)5	(0)5	-4.79671	-4.79671	-26.6869	-120.004	-120.004	-4.79671	18.1412	0.	0.449115	0.893474	0.	0.449115	0.893474	0.	-35.	-17.4571	-26.6869	-5.	3.36951	-1.	-1.	-1.	1	-1	0.	14.55899	-7.8668	18.2487	0.	4.17433,6.47171,	
37.6975	20.5686	1760	0	(0)5	(0)6	(0)6	(0)5	(0)5	-4.79862	-4.79862	-27.5279	-120.004	-120.004	-4.79862	18.0962	0.	0.46218	0.886786	0.	0.46218	0.886786	0.	-35.	-17.2967	-27.5279	-5.	3.33854	-1.	-1.	-1.	1	-1	0.	14.55899	-7.8668	18.2487	0.	4.1393,6.51173,	
37.7461	20.5725	1761	0	(0)5	(0)6	(0)6	(0)5	(0)5	-4.80121	-4.80121	-28.3765	-120.004	-120.004	-4.80121	18.0507	0.	0.475263	0.879844	0.	0.475263	0.879844	0.	-35.	-17.4584	-28.3765	-5.	3.36975	-1.	-1.	-1.	1	-1	0.	14.55899	-7.8668	18.2487	0.	4.10372,6.55187,	
37.7939	20.9158	1762	0	(0)5	(0)6	(0)6	(0)5	(0)5	-4.80448	-4.80448	-29.2249	-120.004	-120.004	-4.80448	18.0054	0.	0.48824	0.87271	0.	0.48824	0.87271	0.	-35.	-17.7463	-29.2249	-5.	3.42532	-1.	-1.	-1.	1	-1	0.	14.55899	-7.8668	18.2487	0.	4.06794,6.59176,	
37.8423	20.6805	1763	0	(0)5	(0)6	(0)6	(0)5	(0)5	-4.80835	-4.80835	-30.0595	-120.004	-120.004	-4.80835	17.9608	0.	0.500899	0.865506	0.	0.500899	0.865506	0.	-35.	-17.2587	-30.0595	-5.	3.33121	-1.	-1.	-1.	1	-1	0.	14.55899	-7.8668	18.2487	0.	4.03253,6.63076,	
37.8901	20.9276	1764	0	(0)5	(0)6	(0)6	(0)5	(0)5	-4.81292	-4.81292	-30.9035	-120.004	-120.004	-4.81292	17.9158	0.	0.513594	0.858033	0.	0.513594	0.858033	0.	-35.	-17.6636	-30.9035	-5.	3.40935	-1.	-1.	-1.	1	-1	0.	14.55899	-7.8668	18.2487	0.	3.99652,6.66994,	
37.9381	20.8462	1765	0	(0)5	(0)6	(0)6	(0)5	(0)5	-4.81809	-4.81809	-31.7376	-120.004	-120.004	-4.81809	17.8714	0.	0.52603	0.850466	0.	0.52603	0.850466	0.	-35.	-17.3872	-31.7376	-5.	3.356	-1.	-1.	-1.	1	-1	0.	14.55899	-7.8668	18.2487	0.	3.96072,6.70842,	
37.9858	20.9266	1766	0	(0)5	(0)6	(0)6	(0)5	(0)5	-4.82393	-4.82393	-32.5749	-120.004	-120.004	-4.82393	17.8268	0.	0.538402	0.842688	0.	0.538402	0.842688	0.	-35.	-17.5224	-32.5749	-5.	3.38211	-1.	-1.	-1.	1	-1	0.	14.55899	-7.8668	18.2487	0.	3.92459,6.74679,	
38.0339	20.8289	1767	0	(0)5	(0)6	(0)6	(0)5	(0)5	-4.8304	-4.8304	-33.409	-120.004	-120.004	-4.8304	17.7826	0.	0.550612	0.834761	0.	0.550612	0.834761	0.	-35.	-17.3735	-33.409	-5.	3.35337	-1.	-1.	-1.	1	-1	0.	14.55899	-7.8668	18.2487	0.	3.88839,6.78476,	
38.0818	20.8504	1768	0	(0)5	(0)6	(0)6	(0)5	(0)5	-4.83754	-4.83754	-34.247	-120.004	-120.004	-4.83754	17.7382	0.	0.562762	0.826619	0.	0.562762	0.826619	0.	-35.	-17.4731	-34.247	-5.	3.37258	-1.	-1.	-1.	1	-1	0.	14.55899	-7.8668	18.2487	0.	3.85183,6.82264,	
